104.248177,130.591766,45.919674,1
869.627991,295.043793,25.122837,0
1219.129028,-98.974579,6.092715,0
356.749176,-30.600908,-9.824823,0
643.147095,449.845886,44.866482,1
1245.680176,49.272137,19.598377,0
404.983673,165.547653,27.865841,0
1782.631958,289.477203,32.965176,1
1525.086182,14.975429,16.346933,0
980.611572,213.925598,23.682974,0
1268.248535,-57.646412,14.411450,0
1185.143555,195.980713,20.425123,0
997.781311,32.279430,11.679128,0
1137.440063,284.478271,26.648151,0
827.500244,62.089912,11.362955,0
636.066772,26.493120,15.661182,0
2361.357422,226.487030,57.838066,1
2608.813721,60.112305,53.682976,1
1785.906616,146.705521,24.795984,0
1988.491455,331.629364,33.046360,1
729.084106,267.577148,32.422558,1
2206.210449,480.480347,42.535782,1
1123.633545,316.193115,31.085236,1
142.570267,28.287607,42.044437,1
1982.384644,333.716858,34.511860,1
220.453506,49.473553,-1.606494,0
371.617798,143.995483,25.782953,0
2304.803467,458.690155,45.233925,1
333.826721,229.746384,41.459087,1
919.986633,327.326294,32.226021,1
997.073303,89.996025,18.196966,0
2571.199707,44.090092,39.916683,1
763.600586,340.675079,32.700275,1
516.055786,194.955276,30.046999,1
1562.523193,-75.133514,15.458235,0
2139.478760,423.386353,46.733604,1
2342.063721,266.002380,37.209995,1
405.514709,339.082001,35.883362,1
2425.345703,70.403152,33.744926,1
594.293030,159.486679,26.945097,0
2353.215088,303.997925,44.834438,1
299.310303,354.792938,52.621235,1
1698.641846,-79.857780,16.479383,0
1337.192871,440.800171,34.430676,1
815.906250,208.249146,26.049992,0
1340.910034,398.062073,33.563343,1
1573.586182,-29.081089,16.895962,0
422.595917,83.916748,5.977355,0
411.709961,348.512238,37.468491,1
1857.240479,-17.105623,21.172827,0
2179.216797,431.150238,43.217258,1
454.988251,256.572144,28.060242,0
934.147217,469.090881,35.507370,1
614.648865,8.420056,2.174749,0
662.706360,173.641159,21.651356,0
876.531250,250.639359,29.694508,0
2226.477783,491.485352,47.900021,1
409.408844,475.115204,53.001495,1
1741.566284,275.688965,30.100405,1
1837.592773,35.410625,19.824823,0
2659.172363,88.549461,48.314465,1
889.983826,338.111511,30.587482,1
1869.630981,375.832397,33.037815,1
370.024719,451.530518,59.628284,1
2530.930420,217.130051,39.920956,1
1584.295166,94.006165,19.072847,0
1352.681030,-86.999115,14.257638,0
234.968109,-36.387218,3.700064,0
2482.165039,51.872307,36.566975,1
155.403305,-14.981538,-5.103611,0
1686.074341,408.462799,34.607990,1
834.315002,30.668051,11.301004,0
1097.259399,-34.849087,12.514420,0
184.875031,294.952240,54.597305,1
2683.333740,109.662163,44.926300,1
224.082153,17.172766,16.972870,0
1402.862671,170.509964,22.606281,0
2094.961426,19.589828,27.314676,0
2129.743164,443.089081,46.975006,1
2062.391846,299.859619,33.653065,1
1072.655396,112.848289,12.992949,0
316.480011,285.613586,44.616531,1
221.958069,73.662521,35.248878,1
393.655212,215.976456,35.144199,1
1321.350708,109.808647,15.802178,0
391.088593,38.560139,16.276436,0
1959.904663,322.016052,33.518478,1
155.137787,213.797424,39.284340,1
1113.809570,55.497902,18.111515,0
2272.499756,342.085022,56.419571,1
1097.524902,-37.046417,10.446486,0
479.503754,-40.470596,6.295663,0
160.359512,213.998840,57.861565,1
474.724579,-74.309517,4.208503,0
1696.694824,-24.887848,19.476606,0
1283.471191,320.734283,30.408035,1
505.523834,151.887573,27.278360,0
1629.255005,-53.599659,17.861568,0
2185.235107,453.563019,45.641956,1
2706.079346,161.738953,47.761162,1
1127.085205,189.571823,22.559282,0
1278.780518,-52.867214,7.876523,0
1118.234863,-1.504564,13.274940,0
1973.268921,432.248901,36.804100,1
2119.831055,484.618683,54.889984,1
2317.371094,301.269562,43.685112,1
297.451721,-34.409618,2.326426,0
1200.012207,237.400436,25.943174,0
729.880676,372.298340,31.145054,1
2074.694092,31.968134,22.542192,0
461.626038,445.194855,44.443493,1
447.819458,-51.695301,-9.974364,0
2132.221436,197.408981,28.914762,0
203.991821,148.994415,37.173679,1
1071.947388,25.431072,12.986541,0
1151.512207,444.975128,38.149967,1
1214.261230,294.402924,24.943388,0
325.418854,315.753662,57.214272,1
1265.416504,137.110519,23.550524,0
1084.337891,89.757988,15.161290,0
337.897888,49.894714,-1.506088,0
1247.007690,200.375366,22.505877,0
1584.206665,-0.021365,18.335825,0
1012.030396,440.012817,32.999355,1
1500.393677,157.564026,25.133518,0
1668.019653,346.424744,30.576801,1
2139.744141,-4.745629,25.906858,0
448.970001,327.710815,40.974152,1
720.853271,146.595657,15.684683,0
1260.991211,259.849854,24.009829,0
1400.207520,358.381897,32.781456,1
281.432526,-34.080021,9.292886,0
2567.128662,205.868713,47.231361,1
952.555908,-6.045714,10.677205,0
369.936218,80.217911,9.801325,0
1746.256958,-62.425613,18.534500,0
637.836853,72.911766,12.935271,0
381.795715,348.951691,52.311474,1
980.700073,376.161987,34.261909,1
2087.350098,380.355225,37.308266,1
698.815857,361.128571,38.602859,1
560.573120,462.462219,45.554367,1
410.293884,222.183914,38.884857,1
2587.749756,128.962067,46.058533,1
441.712708,428.952911,51.775261,1
199.124115,260.948517,54.031189,1
